CompanyName,Name,City,E_Province,Latitude,Longitude,E_NAIC_Name,CO2_eq,E_Units,Symbol,Report_Year,E_DetailPageURL
Bonavista Energy Corporation,Gilby 03-28-41-4 Ggs,Gilby,Alberta,52.553939999999997,-114.519450000000006,Oil and gas extraction (except oil sands),39.719999999999999,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111696&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Viterra Canada Inc.,Ste. Agathe (Canola Crush Plant) Viterra,Ste. Agathe,Manitoba,49.563499999999998,-97.216099999999997,Oilseed Processing,11.300000000000001,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111021&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Kanata Energy Group Ltd.,Valhalla Plant 13-21-76-9W6,Grande Prairie,Alberta,55.604059999999997,-119.343279999999993,Oil and gas extraction (except oil sands),14.500000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111701&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Cascades Canada ULC,"Cascades Groupe Tissu Kingsey Falls, une division de Cascades",Kingsey Falls,Quebec,45.864800000000002,-72.065899999999999,Sanitary Paper Product Manufacturing,19.930000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111229&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
PGI Processing ULC,SemCAMS Gold Creek 11-02,Greenview No. 16,Alberta,54.859740000000002,-118.346660000000000,Oil and gas extraction (except oil sands),41.700000000000003,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111996&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Bunge Canada,BUNGE CANADA - HAMILTON,Hamilton,Ontario,43.161200000000001,-79.505799999999994,Oilseed Processing,49.869999999999997,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110423&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
NorthRiver Midstream Inc.,West Doe Gas Plant,Peace River Regional District,British Columbia,55.957459999999998,-120.205699999999993,Oil and gas extraction (except oil sands),43.700000000000003,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110638&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Ember Resources Inc.,AG20 ABGS0003808 FENN BV 12-15 GGS,Fenn Big Valley,Alberta,52.181829999999998,-112.645700000000005,Oil and gas extraction (except oil sands),11.440000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112371&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Twin Rivers Pulp Ltd,Twin Rivers Pulp Ltd.,Edmundston,New Brunswick,47.374899999999997,-68.333299999999994,Chemical Pulp Mills,48.530000000000001,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110099&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Pine Cliff Energy Ltd.,Wascana Many Islands 04-16,,Alberta,50.166249999999998,-110.092910000000003,Oil and gas extraction (except oil sands),19.629999999999999,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111510&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Peyto Exploration and Development Corporation,Peyto Nosehill 11-21-055-20W5,,Alberta,53.768300000000004,-116.915400000000005,Oil and gas extraction (except oil sands),68.140000000000001,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110693&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Les entreprises Rolland inc Usine de St-Jérôme,Usine de St-Jérôme,St Jérôme,Quebec,45.759720000000002,-74.003609999999995,Paper (except Newsprint) Mills,59.280000000000001,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110867&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Camrose County,WDMLR Landfill,Ferintosh,Alberta,52.785339999999998,-112.955039999999997,Waste Treatment and Disposal,58.609999999999999,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111881&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
ARC RESOURCES LTD.,Kakwa 16-21-063-04W6,Kakwa,Alberta,54.470590000000001,-118.532229999999998,Oil and gas extraction (except oil sands),54.119999999999997,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111458&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
City of Moose Jaw,City of Moose Jaw (Landfill),Moose Jaw,Saskatchewan,50.398719999999997,-105.480779999999996,Waste Treatment and Disposal,82.840000000000003,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111879&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Enfinite Generation Corporation,West Cadotte Power Plant,West Cadotte,Alberta,56.313749999999999,-116.778630000000007,Fossil-Fuel Electric Power Generation,95.299999999999997,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110816&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Hiram Walker & Sons Ltd.,Walkerville,Windsor,Ontario,42.325800000000001,-83.008499999999998,Distilleries,62.270000000000003,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110351&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Enfinite Generation Corporation,Judy Creek 15MW,Judy Creek,Alberta,54.514119999999998,-115.504109999999997,Fossil-Fuel Electric Power Generation,58.899999999999999,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112024&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
NOVA Chemicals Corporation,St. Clair River Site,Corunna,Ontario,42.897100000000002,-82.439899999999994,Resin and Synthetic Rubber Manufacturing,63.530000000000001,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110210&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Plains Midstream Canada ULC,Empress Gas Plant,Medicine Hat,Alberta,50.676000000000002,-110.025000000000006,Oil and gas extraction (except oil sands),74.489999999999995,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110107&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
ARC RESOURCES LTD.,Kakwa 08-07-063-04W6,Kakwa,Alberta,54.434300000000000,-118.582490000000007,Oil and gas extraction (except oil sands),75.359999999999999,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111620&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Aitken Creek Gas Storage ULC,Aitken Creek Gas Storage_LFO,Fort St John,British Columbia,56.956099999999999,-121.915599999999998,Oil and gas extraction (except oil sands),77.159999999999997,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110568&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Regional Municipality of Niagara,Mountain Road Landfill,Niagara Falls,Ontario,43.813980000000001,-79.731369999999998,Waste Treatment and Disposal,53.520000000000003,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111449&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
CEPSA Chimie Bécancour,CEPSA Chimie Bécancour,Bécancour,Quebec,46.380299999999998,-72.361599999999996,Petrochemical Manufacturing,72.870000000000005,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110221&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
"Énergir, s.e.c.","Énergir, s.e.c.",Montréal,Quebec,45.532800000000002,-73.549000000000007,Natural Gas Distribution,59.219999999999999,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110548&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Tourmaline Oil Corp,Sundown B-067-H/093-P-10 Sweet Compressor,Dawson Creek,British Columbia,55.635359999999999,-120.585949999999997,Oil and gas extraction (except oil sands),60.030000000000001,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111432&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Canadian Natural Resources Limited,Bilbo Compressor Station 04-23,,Alberta,54.721640000000001,-119.104979999999998,Oil and gas extraction (except oil sands),54.259999999999998,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111638&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Société de développement durable d'Arthabaska,LET de Saint-Rosaire,Saint Rosaire,Quebec,46.205129999999997,-71.984240000000000,Waste Treatment and Disposal,91.109999999999999,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112516&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Keyera Corp,Brazeau River Gas Plant,Drayton Valley,Alberta,52.947069999999997,-115.902600000000007,Oil and gas extraction (except oil sands),57.740000000000002,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110030&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Canadian Natural Resources Limited,Galloway Plant 14-14-053-20 W5M,,Alberta,53.582999999999998,-116.841999999999999,Oil and gas extraction (except oil sands),60.049999999999997,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110428&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Whitecap Resources Inc.,Olds Gas Plant,Olds,Alberta,51.742289999999997,-114.134550000000004,Oil and gas extraction (except oil sands),87.890000000000001,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110371&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
PetroChina Canada Ltd.,Kaybob Gas Plant 15-31,Grande Prairie,Alberta,54.412250000000000,-117.135829999999999,Oil and gas extraction (except oil sands),52.359999999999999,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110870&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Veresen Midstream General Partner Inc.,Steeprock Sour Gas Plant,,British Columbia,55.300699999999999,-120.028400000000005,Oil and gas extraction (except oil sands),68.310000000000002,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110458&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Régie de gestion des matières résiduelles de la Mauricie,Lieu d'enfouissement technique,SaintÉtienne Des Grès,Quebec,46.433199999999999,-72.743799999999993,All Other Waste Management Services,78.709999999999994,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110719&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
London Health Sciences Centre,Victoria Hospital,London,Ontario,42.960209999999996,-81.225539999999995,General (except Paediatric) Hospitals,51.250000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111322&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
SaskEnergy Incorporated,SaskEnergy Incorporated,Regina,Saskatchewan,50.447000000000003,-104.608099999999993,Natural Gas Distribution,75.349999999999994,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110258&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Cenovus Energy Inc.,Minnedosa Ethanol Plant,Minnedosa,Manitoba,50.255719999999997,-99.863219999999998,Other Basic Organic Chemical Manufacturing,78.209999999999994,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110411&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Conuma Coal Resources Limited,Willow Creek Mine,Chetwynd,British Columbia,55.604399999999998,-122.200699999999998,Bituminous Coal Mining,99.500000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110650&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Region Municipality of Halton,Halton Waste Management Site,25 Milton,Ontario,43.472700000000003,-79.833699999999993,Waste Treatment and Disposal,91.609999999999999,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111093&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
GOLDCORP CANADA LTD,Porcupine Gold Mines,South Porcupine,Ontario,48.463059999999999,-81.247500000000002,Gold and Silver Ore Mining,55.280000000000001,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110924&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Fundy Regional Service Commission,Crane Mountain,Saint John,New Brunswick,45.270600000000002,-66.211699999999993,Waste Treatment and Disposal,72.739999999999995,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112316&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Rio Tinto Alcan Inc,Aluminerie Arvida - Centre technologique AP60,Jonquière,Quebec,48.431930000000001,-71.156739999999999,Primary Production of Alumina and Aluminum,96.480000000000004,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110791&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Loraas Disposal North Ltd.,Northern Landfill Inc.,Saskatoon,Saskatchewan,52.263900000000000,-106.652199999999993,Waste Treatment and Disposal,80.170000000000002,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112046&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Heartland Generation Ltd.,Poplar Hill Generating Station,Grande Prairie,Alberta,55.329200000000000,-119.233000000000004,Fossil-Fuel Electric Power Generation,97.640000000000001,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110341&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
ArcelorMittal Produits Longs Canada s.e.n.c,ArcelorMittal Contrecoeur Ouest,Contrecoeur,Quebec,45.820599999999999,-73.266099999999994,Iron and Steel Mills and Ferro-Alloy Manufacturing,90.420000000000002,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110369&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Conifer Energy Inc.,Judy Creek Gas Conservation Plant,Swan Hills,Alberta,54.572290000000002,-115.523099999999999,Oil and gas extraction (except oil sands),54.719999999999999,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110155&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Hammerhead Resources Inc,HHR GGS 11-12-068-04W6,Grande Prairie,Alberta,54.874180000000003,-118.473820000000003,Oil and gas extraction (except oil sands),63.280000000000001,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112323&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
General Motors of Canada Company,Oshawa Assembly Plant,Oshawa,Ontario,43.871820000000000,-78.863190000000003,Automobile and Light-Duty Motor Vehicle Manufacturing,92.010000000000005,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110213&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Tourmaline Oil Corp,Wildriver Gas Plant (14-20-056-23W5) - TOU,Hinton,Alberta,53.857900000000001,-113.397400000000005,Oil and gas extraction (except oil sands),92.549999999999997,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110799&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Green Lane Landfill,Green Lane Landfill,St. Thomas,Ontario,42.815600000000003,-81.326700000000002,Waste Treatment and Disposal,86.900000000000006,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110471&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Moose Jaw Refinery Partnership,Moose Jaw Refinery,Moose Jaw,Saskatchewan,50.388399999999997,-105.519630000000006,Petroleum Refineries,54.039999999999999,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111049&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Northland Power Inc.,Spy Hill Generating Station,Rural Municipality of Spy Hill,Saskatchewan,50.598630000000000,-101.848140000000001,Fossil-Fuel Electric Power Generation,55.460000000000001,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110690&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Copper Mountain Mine (BC) Ltd.,Copper Mountain Mine,Princeton,British Columbia,49.345559999999999,-120.510000000000005,Copper-Zinc Ore Mining,82.920000000000002,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111894&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Potash Corporation of Saskatchewan Inc.,Patience Lake Division,Saskatoon,Saskatchewan,52.116999999999997,-106.660899999999998,Potash Mining,59.710000000000001,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110716&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
ARC RESOURCES LTD.,Lator #2 01-21-063-02W6,Lator,Alberta,54.459739999999996,-118.230090000000004,Oil and gas extraction (except oil sands),62.960000000000001,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110832&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
"West Fraser Mills Ltd., Operating as Slave Lake Pulp",Slave Lake Pulp,Slave Lake,Alberta,55.248100000000001,-114.513999999999996,Mechanical Pulp Mills,69.390000000000001,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110793&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Tourmaline Oil Corp,Horse 16-17-058-26W5 Compressor,Hinton,Alberta,54.019300000000001,-117.819900000000004,Oil and gas extraction (except oil sands),62.539999999999999,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111327&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Prairie Mines & Royalty ULC,BEINFAIT MINE - CHAR PLANT,Estevan,Saskatchewan,49.141800000000003,-103.001900000000006,Lignite Coal Mining,84.359999999999999,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110328&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Air Liquide Canada Inc.,Air Liquide Canada - Bécancour Plan 2,Bécancour,Quebec,46.382399999999997,-72.375299999999996,Industrial Gas Manufacturing,53.070000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110823&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
PETRONAS Energy Canada Ltd.,TOWN C-72-A Gas Plant,Fort St. John,British Columbia,56.814579999999999,-122.021870000000007,Oil and gas extraction (except oil sands),66.359999999999999,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112317&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Tourmaline Oil Corp,Sunrise Gas Plant (03-18-080-17W6) - TOU,Taylor,British Columbia,55.928500000000000,-120.642300000000006,Oil and gas extraction (except oil sands),58.359999999999999,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110763&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
University of Calgary,Central Heating and Cooling Plant,Calgary,Alberta,51.074900000000000,-114.138700000000000,Universities,70.170000000000002,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110727&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Canadian Natural Resources Limited,Brintnell Oil Battery and Comp Stn 1107 11-07,,Alberta,56.095160000000000,-113.441190000000006,Oil and gas extraction (except oil sands),76.650000000000006,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110435&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
TransCanada Energy Ltd.,Bécancour Power Plant,Bécancour,Quebec,46.368029999999997,-72.405019999999993,Fossil-Fuel Electric Power Generation,62.409999999999997,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110357&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Alberta  Health Services,Foothills Medical Centre,Calgary,Alberta,51.065100000000001,-114.130499999999998,General (except Paediatric) Hospitals,60.880000000000003,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111161&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
ConocoPhillips Canada (BRC) Partnership,Montney Sour Gas Plant C-011-K/094-A-12,,British Columbia,56.681249999999999,-121.759370000000004,Oil and gas extraction (except oil sands),74.019999999999996,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112322&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
NorthRiver Midstream Inc.,Tupper Main Gas Plant A-21-B/093-P-09,Peace River District,British Columbia,55.516300000000001,-120.131190000000004,Oil and gas extraction (except oil sands),67.480000000000004,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110713&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Ville de Montréal,Station d'épuration des eaux usées Jean-R.-Marcotte,Montréal,Quebec,45.672199999999997,-73.525000000000006,Sewage Treatment Facilities,73.569999999999993,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110571&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Ville de Sherbrooke,Lieu d'enfouissement Sanitiare de la Ville de Sherbrooke,Sherbrooke,Quebec,45.417299999999997,-71.891689999999997,Waste Treatment and Disposal,54.579999999999998,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111771&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Ovintiv Canada ULC,Hythe Comp Stn A-005-G,Dawson Creek,British Columbia,55.585400000000000,-120.178100000000001,Oil and gas extraction (except oil sands),67.980000000000004,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110676&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Capital Region Service Commission,Fredericton Region Landfill,Fredericton,New Brunswick,45.881070000000001,-66.610900000000001,Waste Treatment and Disposal,88.099999999999994,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112310&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
"Kraft Nordic, s.e.c.","Kraft Nordic, s.e.c. - Usine de pâtes kraft de Lebel-sur-Quév",Lebel Sur Quévillon,Quebec,49.025160000000000,-76.954899999999995,Chemical Pulp Mills,93.129999999999995,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112174&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Graymont (NB) Inc.,Havelock Plant,Havelock,New Brunswick,45.997560000000000,-65.306309999999996,Lime Manufacturing,65.239999999999995,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110138&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
FCA Canada Inc.,FCA Canada Inc. - Windsor Assembly Plant,Windsor,Ontario,42.299999999999997,-82.988100000000003,Automobile and Light-Duty Motor Vehicle Manufacturing,50.399999999999999,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111315&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
INVISTA (Canada) Company,INVISTA (Canada) Company-Maitland Site,Maitland,Ontario,44.660600000000002,-75.601699999999994,Other Basic Organic Chemical Manufacturing,88.359999999999999,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110149&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
J.D. Irving Ltd.,Grand Lake Timber,Chipman,New Brunswick,46.172800000000002,-65.885199999999998,Sawmills (except Shingle and Shake Mills),52.619999999999997,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112532&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Greater Toronto Airports Authority,Toronto Pearson International Airport,Mississauga,Ontario,43.668199999999999,-79.598399999999998,Other Support Activities for Air Transportation,65.469999999999999,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110366&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Baffinland Iron Mines,Mary River Mine Site,,Nunavut,71.314599999999999,-79.281940000000006,Iron Ore Mining,97.400000000000006,kilotonnes of carbon dioxide equivalents (kt CO2 eq),3,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110835&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
